1.63E+07	0.922849
1.64E+07	0.920657
1.65E+07	0.915142
1.67E+07	0.888133
1.68E+07	0.87623
1.70E+07	0.865859
1.71E+07	0.867238
1.71E+07	0.868695
1.72E+07	0.854795
1.72E+07	0.846363
1.73E+07	0.842315
1.73E+07	0.853618
1.75E+07	0.843614
1.76E+07	0.853783
1.76E+07	0.857972
1.77E+07	0.860525
1.79E+07	0.877707
1.79E+07	0.879872
1.80E+07	0.889288
1.81E+07	0.901319
1.81E+07	0.895362
1.82E+07	0.907838
1.83E+07	0.900109
1.85E+07	0.895505
1.85E+07	0.906566
1.87E+07	0.926048
1.88E+07	0.930476
1.91E+07	0.947147
1.92E+07	0.952076
1.96E+07	0.957286
1.96E+07	0.955284
1.98E+07	0.962699
1.99E+07	0.96911
2.00E+07	0.982225
